# IDN Reference table for the Korean language

# Language: Korean (ko)
# Version: 1.0
# Date: 2014-12-09
# Unicode version: 6.3.0

# This IDN table is published on <https://github.com/dotse/IDN-ref-tables> where 
# you can find the latest version, other tables and information concerning the 
# purpose, creation and update of the tables.
#
# This IDN table has been created by .SE <https://www.iis.se/english/> mainly based 
# on the material in the listed references. 
#
# .SE has put this work into Public Domain in accordance with CC0 1.0 Universal.
# See <http://creativecommons.org/publicdomain/zero/1.0/> for the conditions. You 
# can copy, modify, distribute and perform the work, even for commercial purposes, 
# all without asking permission.


## Language references
#
# Wikipedia: "Korean orthography", http://en.wikipedia.org/wiki/Korean_alphabet
#
# In "Omniglot" - the online encyclopedia of writing systems and languages, 
#    http://www.omniglot.com/writing/korean.htm


## References for contextual rules
#
# RFC 5891: “Internationalized Domain Names in Applications (IDNA): Protocol” 
#    (proposed standard), http://tools.ietf.org/html/rfc5891


## Code points requiring contextual rules
#
# Code point                        Description of rule/Reference
#
# U+002D                            Label must neither start nor end with U+002D. Label 
#   HYPHEN-MINUS                    must not have U+002D in both third and fourth
#                                   position. RFC 5891 (sec 4.2.3.1)


## Code point table
#
# Code   # Unicode        Specimen  Name
# point  # script         Glyph 
#
U+AC3F   # Hangul         갿        <Hangul Syllable>
U+AC40   # Hangul         걀        <Hangul Syllable>
U+AC41   # Hangul         걁        <Hangul Syllable>
U+AC42   # Hangul         걂        <Hangul Syllable>
U+AC43   # Hangul         걃        <Hangul Syllable>
U+AC44   # Hangul         걄        <Hangul Syllable>
U+AC45   # Hangul         걅        <Hangul Syllable>
U+AC46   # Hangul         걆        <Hangul Syllable>
U+AC47   # Hangul         걇        <Hangul Syllable>
U+AC48   # Hangul         걈        <Hangul Syllable>
U+AC49   # Hangul         걉        <Hangul Syllable>
U+AC4A   # Hangul         걊        <Hangul Syllable>
U+AC4B   # Hangul         걋        <Hangul Syllable>
U+AC4C   # Hangul         걌        <Hangul Syllable>
U+AC4D   # Hangul         걍        <Hangul Syllable>
U+AC4E   # Hangul         걎        <Hangul Syllable>
U+AC4F   # Hangul         걏        <Hangul Syllable>
U+AC50   # Hangul         걐        <Hangul Syllable>
U+AC51   # Hangul         걑        <Hangul Syllable>
U+AC52   # Hangul         걒        <Hangul Syllable>
U+AC53   # Hangul         걓        <Hangul Syllable>
U+AC54   # Hangul         걔        <Hangul Syllable>
U+AC55   # Hangul         걕        <Hangul Syllable>
U+AC56   # Hangul         걖        <Hangul Syllable>
U+AC57   # Hangul         걗        <Hangul Syllable>
U+AC58   # Hangul         걘        <Hangul Syllable>
U+AC59   # Hangul         걙        <Hangul Syllable>
U+AC5A   # Hangul         걚        <Hangul Syllable>
U+AC5B   # Hangul         걛        <Hangul Syllable>
U+AC5C   # Hangul         걜        <Hangul Syllable>
U+AC5D   # Hangul         걝        <Hangul Syllable>
U+AC5E   # Hangul         걞        <Hangul Syllable>
U+AC5F   # Hangul         걟        <Hangul Syllable>
U+AC60   # Hangul         걠        <Hangul Syllable>
U+AC61   # Hangul         걡        <Hangul Syllable>
U+AC62   # Hangul         걢        <Hangul Syllable>
U+AC63   # Hangul         걣        <Hangul Syllable>
U+AC64   # Hangul         걤        <Hangul Syllable>
U+AC65   # Hangul         걥        <Hangul Syllable>
U+AC66   # Hangul         걦        <Hangul Syllable>
U+AC67   # Hangul         걧        <Hangul Syllable>
U+AC68   # Hangul         걨        <Hangul Syllable>
U+AC69   # Hangul         걩        <Hangul Syllable>
U+AC6A   # Hangul         걪        <Hangul Syllable>
U+AC6B   # Hangul         걫        <Hangul Syllable>
U+AC6C   # Hangul         걬        <Hangul Syllable>
U+AC6D   # Hangul         걭        <Hangul Syllable>
U+AC6E   # Hangul         걮        <Hangul Syllable>
U+AC6F   # Hangul         걯        <Hangul Syllable>
U+AC70   # Hangul         거        <Hangul Syllable>
U+AC71   # Hangul         걱        <Hangul Syllable>
U+AC72   # Hangul         걲        <Hangul Syllable>
U+AC73   # Hangul         걳        <Hangul Syllable>
U+AC74   # Hangul         건        <Hangul Syllable>
U+AC75   # Hangul         걵        <Hangul Syllable>
U+AC76   # Hangul         걶        <Hangul Syllable>
U+AC77   # Hangul         걷        <Hangul Syllable>
U+AC78   # Hangul         걸        <Hangul Syllable>
U+AC79   # Hangul         걹        <Hangul Syllable>
U+AC7A   # Hangul         걺        <Hangul Syllable>
U+AC7B   # Hangul         걻        <Hangul Syllable>
U+AC7C   # Hangul         걼        <Hangul Syllable>
U+AC7D   # Hangul         걽        <Hangul Syllable>
U+AC7E   # Hangul         걾        <Hangul Syllable>
U+AC7F   # Hangul         걿        <Hangul Syllable>
U+AC80   # Hangul         검        <Hangul Syllable>
U+AC81   # Hangul         겁        <Hangul Syllable>
U+AC82   # Hangul         겂        <Hangul Syllable>
U+AC83   # Hangul         것        <Hangul Syllable>
U+AC84   # Hangul         겄        <Hangul Syllable>
U+AC85   # Hangul         겅        <Hangul Syllable>
U+AC86   # Hangul         겆        <Hangul Syllable>
U+AC87   # Hangul         겇        <Hangul Syllable>
U+AC88   # Hangul         겈        <Hangul Syllable>
U+AC89   # Hangul         겉        <Hangul Syllable>
U+AC8A   # Hangul         겊        <Hangul Syllable>
U+AC8B   # Hangul         겋        <Hangul Syllable>
U+AC8C   # Hangul         게        <Hangul Syllable>
U+AC8D   # Hangul         겍        <Hangul Syllable>
U+AC8E   # Hangul         겎        <Hangul Syllable>
U+AC8F   # Hangul         겏        <Hangul Syllable>
U+AC90   # Hangul         겐        <Hangul Syllable>
U+AC91   # Hangul         겑        <Hangul Syllable>
U+AC92   # Hangul         겒        <Hangul Syllable>
U+AC93   # Hangul         겓        <Hangul Syllable>
U+AC94   # Hangul         겔        <Hangul Syllable>
U+AC95   # Hangul         겕        <Hangul Syllable>
U+AC96   # Hangul         겖        <Hangul Syllable>
U+AC97   # Hangul         겗        <Hangul Syllable>
U+AC98   # Hangul         겘        <Hangul Syllable>
U+AC99   # Hangul         겙        <Hangul Syllable>
U+AC9A   # Hangul         겚        <Hangul Syllable>
U+AC9B   # Hangul         겛        <Hangul Syllable>
U+AC9C   # Hangul         겜        <Hangul Syllable>
U+AC9D   # Hangul         겝        <Hangul Syllable>
U+AC9E   # Hangul         겞        <Hangul Syllable>
U+AC9F   # Hangul         겟        <Hangul Syllable>
U+ACA0   # Hangul         겠        <Hangul Syllable>
U+ACA1   # Hangul         겡        <Hangul Syllable>
U+ACA2   # Hangul         겢        <Hangul Syllable>
U+ACA3   # Hangul         겣        <Hangul Syllable>
U+ACA4   # Hangul         겤        <Hangul Syllable>
U+ACA5   # Hangul         겥        <Hangul Syllable>
U+ACA6   # Hangul         겦        <Hangul Syllable>
U+ACA7   # Hangul         겧        <Hangul Syllable>
U+ACA8   # Hangul         겨        <Hangul Syllable>
U+ACA9   # Hangul         격        <Hangul Syllable>
U+ACAA   # Hangul         겪        <Hangul Syllable>
U+ACAB   # Hangul         겫        <Hangul Syllable>
U+ACAC   # Hangul         견        <Hangul Syllable>
U+ACAD   # Hangul         겭        <Hangul Syllable>
U+ACAE   # Hangul         겮        <Hangul Syllable>
U+ACAF   # Hangul         겯        <Hangul Syllable>
U+ACB0   # Hangul         결        <Hangul Syllable>
U+ACB1   # Hangul         겱        <Hangul Syllable>
U+ACB2   # Hangul         겲        <Hangul Syllable>
U+ACB3   # Hangul         겳        <Hangul Syllable>
U+ACB4   # Hangul         겴        <Hangul Syllable>
U+ACB5   # Hangul         겵        <Hangul Syllable>
U+ACB6   # Hangul         겶        <Hangul Syllable>
U+ACB7   # Hangul         겷        <Hangul Syllable>
U+ACB8   # Hangul         겸        <Hangul Syllable>
U+ACB9   # Hangul         겹        <Hangul Syllable>
U+ACBA   # Hangul         겺        <Hangul Syllable>
U+ACBB   # Hangul         겻        <Hangul Syllable>
U+ACBC   # Hangul         겼        <Hangul Syllable>
U+ACBD   # Hangul         경        <Hangul Syllable>
U+ACBE   # Hangul         겾        <Hangul Syllable>
U+ACBF   # Hangul         겿        <Hangul Syllable>
U+ACC0   # Hangul         곀        <Hangul Syllable>
U+ACC1   # Hangul         곁        <Hangul Syllable>
U+ACC2   # Hangul         곂        <Hangul Syllable>
U+ACC3   # Hangul         곃        <Hangul Syllable>
U+ACC4   # Hangul         계        <Hangul Syllable>
U+ACC5   # Hangul         곅        <Hangul Syllable>
U+ACC6   # Hangul         곆        <Hangul Syllable>
U+ACC7   # Hangul         곇        <Hangul Syllable>
U+ACC8   # Hangul         곈        <Hangul Syllable>
U+ACC9   # Hangul         곉        <Hangul Syllable>
U+ACCA   # Hangul         곊        <Hangul Syllable>
U+ACCB   # Hangul         곋        <Hangul Syllable>
U+ACCC   # Hangul         곌        <Hangul Syllable>
U+ACCD   # Hangul         곍        <Hangul Syllable>
U+ACCE   # Hangul         곎        <Hangul Syllable>
U+ACCF   # Hangul         곏        <Hangul Syllable>
U+ACD0   # Hangul         곐        <Hangul Syllable>
U+ACD1   # Hangul         곑        <Hangul Syllable>
U+ACD2   # Hangul         곒        <Hangul Syllable>
U+ACD3   # Hangul         곓        <Hangul Syllable>
U+ACD4   # Hangul         곔        <Hangul Syllable>
U+ACD5   # Hangul         곕        <Hangul Syllable>
U+ACD6   # Hangul         곖        <Hangul Syllable>
U+ACD7   # Hangul         곗        <Hangul Syllable>
U+ACD8   # Hangul         곘        <Hangul Syllable>
U+ACD9   # Hangul         곙        <Hangul Syllable>
U+ACDA   # Hangul         곚        <Hangul Syllable>
U+ACDB   # Hangul         곛        <Hangul Syllable>
U+ACDC   # Hangul         곜        <Hangul Syllable>
U+ACDD   # Hangul         곝        <Hangul Syllable>
U+ACDE   # Hangul         곞        <Hangul Syllable>
U+ACDF   # Hangul         곟        <Hangul Syllable>
U+ACE0   # Hangul         고        <Hangul Syllable>
U+ACE1   # Hangul         곡        <Hangul Syllable>
U+ACE2   # Hangul         곢        <Hangul Syllable>
U+ACE3   # Hangul         곣        <Hangul Syllable>
U+ACE4   # Hangul         곤        <Hangul Syllable>
U+ACE5   # Hangul         곥        <Hangul Syllable>
U+ACE6   # Hangul         곦        <Hangul Syllable>
U+ACE7   # Hangul         곧        <Hangul Syllable>
U+ACE8   # Hangul         골        <Hangul Syllable>
U+ACE9   # Hangul         곩        <Hangul Syllable>
U+ACEA   # Hangul         곪        <Hangul Syllable>
U+ACEB   # Hangul         곫        <Hangul Syllable>
U+ACEC   # Hangul         곬        <Hangul Syllable>
U+ACED   # Hangul         곭        <Hangul Syllable>
U+ACEE   # Hangul         곮        <Hangul Syllable>
U+ACEF   # Hangul         곯        <Hangul Syllable>
U+ACF0   # Hangul         곰        <Hangul Syllable>
U+ACF1   # Hangul         곱        <Hangul Syllable>
U+ACF2   # Hangul         곲        <Hangul Syllable>
U+ACF3   # Hangul         곳        <Hangul Syllable>
U+ACF4   # Hangul         곴        <Hangul Syllable>
U+ACF5   # Hangul         공        <Hangul Syllable>
U+ACF6   # Hangul         곶        <Hangul Syllable>
U+ACF7   # Hangul         곷        <Hangul Syllable>
U+ACF8   # Hangul         곸        <Hangul Syllable>
U+ACF9   # Hangul         곹        <Hangul Syllable>
U+ACFA   # Hangul         곺        <Hangul Syllable>
U+ACFB   # Hangul         곻        <Hangul Syllable>
U+ACFC   # Hangul         과        <Hangul Syllable>
U+ACFD   # Hangul         곽        <Hangul Syllable>
U+ACFE   # Hangul         곾        <Hangul Syllable>
U+ACFF   # Hangul         곿        <Hangul Syllable>
U+AD00   # Hangul         관        <Hangul Syllable>
U+AD01   # Hangul         괁        <Hangul Syllable>
U+AD02   # Hangul         괂        <Hangul Syllable>
U+AD03   # Hangul         괃        <Hangul Syllable>
U+AD04   # Hangul         괄        <Hangul Syllable>
U+AD05   # Hangul         괅        <Hangul Syllable>
U+AD06   # Hangul         괆        <Hangul Syllable>
U+AD07   # Hangul         괇        <Hangul Syllable>
U+AD08   # Hangul         괈        <Hangul Syllable>
U+AD09   # Hangul         괉        <Hangul Syllable>
U+AD0A   # Hangul         괊        <Hangul Syllable>
U+AD0B   # Hangul         괋        <Hangul Syllable>
U+AD0C   # Hangul         괌        <Hangul Syllable>
U+AD0D   # Hangul         괍        <Hangul Syllable>
U+AD0E   # Hangul         괎        <Hangul Syllable>
U+AD0F   # Hangul         괏        <Hangul Syllable>
U+AD10   # Hangul         괐        <Hangul Syllable>
U+AD11   # Hangul         광        <Hangul Syllable>
U+AD12   # Hangul         괒        <Hangul Syllable>
U+AD13   # Hangul         괓        <Hangul Syllable>
U+AD14   # Hangul         괔        <Hangul Syllable>
U+AD15   # Hangul         괕        <Hangul Syllable>
U+AD16   # Hangul         괖        <Hangul Syllable>
U+AD17   # Hangul         괗        <Hangul Syllable>
U+AD18   # Hangul         괘        <Hangul Syllable>
U+AD19   # Hangul         괙        <Hangul Syllable>
U+AD1A   # Hangul         괚        <Hangul Syllable>
U+AD1B   # Hangul         괛        <Hangul Syllable>
U+AD1C   # Hangul         괜        <Hangul Syllable>
U+AD1D   # Hangul         괝        <Hangul Syllable>
U+AD1E   # Hangul         괞        <Hangul Syllable>
U+AD1F   # Hangul         괟        <Hangul Syllable>
U+AD20   # Hangul         괠        <Hangul Syllable>
U+AD21   # Hangul         괡        <Hangul Syllable>
U+AD22   # Hangul         괢        <Hangul Syllable>
U+AD23   # Hangul         괣        <Hangul Syllable>
U+AD24   # Hangul         괤        <Hangul Syllable>
U+AD25   # Hangul         괥        <Hangul Syllable>
U+AD26   # Hangul         괦        <Hangul Syllable>
U+AD27   # Hangul         괧        <Hangul Syllable>
U+AD28   # Hangul         괨        <Hangul Syllable>
U+AD29   # Hangul         괩        <Hangul Syllable>
U+AD2A   # Hangul         괪        <Hangul Syllable>
U+AD2B   # Hangul         괫        <Hangul Syllable>
U+AD2C   # Hangul         괬        <Hangul Syllable>
U+AD2D   # Hangul         괭        <Hangul Syllable>
U+AD2E   # Hangul         괮        <Hangul Syllable>
U+AD2F   # Hangul         괯        <Hangul Syllable>
U+AD30   # Hangul         괰        <Hangul Syllable>
U+AD31   # Hangul         괱        <Hangul Syllable>
U+AD32   # Hangul         괲        <Hangul Syllable>
U+AD33   # Hangul         괳        <Hangul Syllable>
U+AD34   # Hangul         괴        <Hangul Syllable>
U+AD35   # Hangul         괵        <Hangul Syllable>
U+AD36   # Hangul         괶        <Hangul Syllable>
U+AD37   # Hangul         괷        <Hangul Syllable>
U+AD38   # Hangul         괸        <Hangul Syllable>
U+AD39   # Hangul         괹        <Hangul Syllable>
U+AD3A   # Hangul         괺        <Hangul Syllable>
U+AD3B   # Hangul         괻        <Hangul Syllable>
U+AD3C   # Hangul         괼        <Hangul Syllable>
U+AD3D   # Hangul         괽        <Hangul Syllable>
U+AD3E   # Hangul         괾        <Hangul Syllable>
U+AD3F   # Hangul         괿        <Hangul Syllable>
U+AD40   # Hangul         굀        <Hangul Syllable>
U+AD41   # Hangul         굁        <Hangul Syllable>
U+AD42   # Hangul         굂        <Hangul Syllable>
U+AD43   # Hangul         굃        <Hangul Syllable>
U+AD44   # Hangul         굄        <Hangul Syllable>
U+AD45   # Hangul         굅        <Hangul Syllable>
U+AD46   # Hangul         굆        <Hangul Syllable>
U+AD47   # Hangul         굇        <Hangul Syllable>
U+AD48   # Hangul         굈        <Hangul Syllable>
U+AD49   # Hangul         굉        <Hangul Syllable>
U+AD4A   # Hangul         굊        <Hangul Syllable>
U+AD4B   # Hangul         굋        <Hangul Syllable>
U+AD4C   # Hangul         굌        <Hangul Syllable>
U+AD4D   # Hangul         굍        <Hangul Syllable>
U+AD4E   # Hangul         굎        <Hangul Syllable>
U+AD4F   # Hangul         굏        <Hangul Syllable>
U+AD50   # Hangul         교        <Hangul Syllable>
U+AD51   # Hangul         굑        <Hangul Syllable>
U+AD52   # Hangul         굒        <Hangul Syllable>
U+AD53   # Hangul         굓        <Hangul Syllable>
U+AD54   # Hangul         굔        <Hangul Syllable>
U+AD55   # Hangul         굕        <Hangul Syllable>
U+AD56   # Hangul         굖        <Hangul Syllable>
U+AD57   # Hangul         굗        <Hangul Syllable>
U+AD58   # Hangul         굘        <Hangul Syllable>
U+AD59   # Hangul         굙        <Hangul Syllable>
U+AD5A   # Hangul         굚        <Hangul Syllable>
U+AD5B   # Hangul         굛        <Hangul Syllable>
