# IDN Reference table for Arabic script

# Script: arab
# Version: 1.0
# Date: 2015-01-20
# Unicode version: 6.3.0

# This IDN table is published on <https://github.com/dotse/IDN-ref-tables> where 
# you can find the latest version, other tables and information concerning the 
# purpose, creation and update of the tables.
#
# This IDN table has been created by .SE <https://www.iis.se/english/> mainly based 
# on the material in the listed references. 
#
# .SE has put this work into Public Domain in accordance with CC0 1.0 Universal.
# See <http://creativecommons.org/publicdomain/zero/1.0/> for the conditions. You 
# can copy, modify, distribute and perform the work, even for commercial purposes, 
# all without asking permission.


## Script references
#
# "Maximal Starting Repertoire - MSR-1. Annotated Repertoire Tables, Non-CJK", pp. 32-40, 
#    https://www.icann.org/en/system/files/files/msr-non-cjk-06jun14-en.pdf,
#    Linked from https://www.icann.org/news/announcement-2-2014-06-20-en
#
# "Arabic script", http://en.wikipedia.org/wiki/Arabic_script
#
# Daniels, Peter T. & Bright, William: "The world's writing systems", pp. 559-564


## References for contextual rules
#
# RFC 5891: “Internationalized Domain Names in Applications (IDNA): Protocol” 
#    (proposed standard), http://tools.ietf.org/html/rfc5891
#
# RFC 5893: "Right-to-Left Scripts for Internationalized Domain Names for Applications 
#    (IDNA)"  (proposed standard), http://tools.ietf.org/html/rfc5893
#
# UAX#24 (Unicode Standard Annex #24), "Unicode Script Property",
#    http://www.unicode.org/reports/tr24
#
# Unicode Character Database "ScriptExtensions.txt", 
#    http://www.unicode.org/Public/7.0.0/ucd/ScriptExtensions.txt  


## Code points requiring contextual rules
#
# Code point                        Description of rule/Reference
#
# U+002D                            Label must neither start nor end with U+002D. Label 
#    HYPHEN-MINUS                   must not have U+002D in both third and fourth
#                                   position. RFC 5891 (sec 4.2.3.1).
#
# 0660..0669                        Must not be in initial position. Must not be combined 
#    ARABIC-INDIC DIGITS            with (EUROPEAN) DIGITS. Must not be combined with
#                                   EXTENDED ARABIC-INDIC DIGITS. RFC 5893 (sec 2, rules 1
#                                   and 4). RFC 5892 (App A.8),
#
# 0030..0039                        Must not be in initial position. Must not be combined 
#    (EUROPEAN) DIGITS              with ARABIC-INDIC DIGITS. RFC 5893 (sec 2, rules 1
#                                   and 4).
#
# 06F0..06F9                        Must not be in initial position. Must not be combined
#    EXTENDED ARABIC-INDIC DIGITS   with ARABIC-INDIC DIGITS. RFC 5893 (sec 2, rules 1).
#                                   RFC 5892 (App A.9). 
#
# 064B..0652, 0654..065F, U+0670,   Not in initial position. RFC 5891 (4.2.3.2).
#    08EA..08EF, 08F4..08FE         
#    Combining marks                 
#
# 064B..0652, U+0654, U+0655,       With Arabic code points. UAX #24
#    U+0670                         (sec 2.3) + Unicode Character Database 
#    Inherited code points          (ScriptExtensions.txt)

# The restrictions stated above for combining marks may not be complete. Other
# restrictions may apply. Suggestions requested.


## Code point table
#
# Code   # Unicode        Specimen  Name
# point  # script         Glyph 
#
U+06B2   # Arabic         ڲ         ARABIC LETTER GAF WITH TWO DOTS BELOW
U+06B3   # Arabic         ڳ         ARABIC LETTER GUEH
U+06B4   # Arabic         ڴ         ARABIC LETTER GAF WITH THREE DOTS ABOVE
U+06B5   # Arabic         ڵ         ARABIC LETTER LAM WITH SMALL V
U+06B6   # Arabic         ڶ         ARABIC LETTER LAM WITH DOT ABOVE
U+06B7   # Arabic         ڷ         ARABIC LETTER LAM WITH THREE DOTS ABOVE
U+06B8   # Arabic         ڸ         ARABIC LETTER LAM WITH THREE DOTS BELOW
U+06B9   # Arabic         ڹ         ARABIC LETTER NOON WITH DOT BELOW
U+06BA   # Arabic         ں         ARABIC LETTER NOON GHUNNA
U+06BB   # Arabic         ڻ         ARABIC LETTER RNOON
U+06BC   # Arabic         ڼ         ARABIC LETTER NOON WITH RING
U+06BD   # Arabic         ڽ         ARABIC LETTER NOON WITH THREE DOTS ABOVE
U+06BE   # Arabic         ھ         ARABIC LETTER HEH DOACHASHMEE
U+06BF   # Arabic         ڿ         ARABIC LETTER TCHEH WITH DOT ABOVE
U+06C0   # Arabic         ۀ         ARABIC LETTER HEH WITH YEH ABOVE
U+06C1   # Arabic         ہ         ARABIC LETTER HEH GOAL
U+06C2   # Arabic         ۂ         ARABIC LETTER HEH GOAL WITH HAMZA ABOVE
U+06C3   # Arabic         ۃ         ARABIC LETTER TEH MARBUTA GOAL
U+06C4   # Arabic         ۄ         ARABIC LETTER WAW WITH RING
U+06C5   # Arabic         ۅ         ARABIC LETTER KIRGHIZ OE
U+06C6   # Arabic         ۆ         ARABIC LETTER OE
U+06C7   # Arabic         ۇ         ARABIC LETTER U
U+06C8   # Arabic         ۈ         ARABIC LETTER YU
U+06C9   # Arabic         ۉ         ARABIC LETTER KIRGHIZ YU
U+06CA   # Arabic         ۊ         ARABIC LETTER WAW WITH TWO DOTS ABOVE
U+06CB   # Arabic         ۋ         ARABIC LETTER VE
U+06CC   # Arabic         ی         ARABIC LETTER FARSI YEH
U+06CD   # Arabic         ۍ         ARABIC LETTER YEH WITH TAIL
U+06CE   # Arabic         ێ         ARABIC LETTER YEH WITH SMALL V
U+06CF   # Arabic         ۏ         ARABIC LETTER WAW WITH DOT ABOVE
U+06D0   # Arabic         ې         ARABIC LETTER E
U+06D1   # Arabic         ۑ         ARABIC LETTER YEH WITH THREE DOTS BELOW
U+06D2   # Arabic         ے         ARABIC LETTER YEH BARREE
U+06D3   # Arabic         ۓ         ARABIC LETTER YEH BARREE WITH HAMZA ABOVE
U+06D5   # Arabic         ە         ARABIC LETTER AE
U+06EE   # Arabic         ۮ         ARABIC LETTER DAL WITH INVERTED V
U+06EF   # Arabic         ۯ         ARABIC LETTER REH WITH INVERTED V
#
U+06F0   # Arabic         ۰         EXTENDED ARABIC-INDIC DIGIT ZERO
U+06F1   # Arabic         ۱         EXTENDED ARABIC-INDIC DIGIT ONE
U+06F2   # Arabic         ۲         EXTENDED ARABIC-INDIC DIGIT TWO
U+06F3   # Arabic         ۳         EXTENDED ARABIC-INDIC DIGIT THREE
U+06F4   # Arabic         ۴         EXTENDED ARABIC-INDIC DIGIT FOUR
U+06F5   # Arabic         ۵         EXTENDED ARABIC-INDIC DIGIT FIVE
U+06F6   # Arabic         ۶         EXTENDED ARABIC-INDIC DIGIT SIX
U+06F7   # Arabic         ۷         EXTENDED ARABIC-INDIC DIGIT SEVEN
U+06F8   # Arabic         ۸         EXTENDED ARABIC-INDIC DIGIT EIGHT
U+06F9   # Arabic         ۹         EXTENDED ARABIC-INDIC DIGIT NINE
#
U+06FA   # Arabic         ۺ         ARABIC LETTER SHEEN WITH DOT BELOW
U+06FB   # Arabic         ۻ         ARABIC LETTER DAD WITH DOT BELOW
U+06FC   # Arabic         ۼ         ARABIC LETTER GHAIN WITH DOT BELOW
U+06FF   # Arabic         ۿ         ARABIC LETTER HEH WITH INVERTED V
U+0750   # Arabic         ݐ         ARABIC LETTER BEH WITH THREE DOTS HORIZONTALLY BELOW
U+0751   # Arabic         ݑ         ARABIC LETTER BEH WITH DOT BELOW AND THREE DOTS ABOVE
U+0752   # Arabic         ݒ         ARABIC LETTER BEH WITH THREE DOTS POINTING UPWARDS BELOW
U+0753   # Arabic         ݓ         ARABIC LETTER BEH WITH THREE DOTS POINTING UPWARDS BELOW AND TWO DOTS ABOVE
U+0754   # Arabic         ݔ         ARABIC LETTER BEH WITH TWO DOTS BELOW AND DOT ABOVE
U+0755   # Arabic         ݕ         ARABIC LETTER BEH WITH INVERTED SMALL V BELOW
U+0756   # Arabic         ݖ         ARABIC LETTER BEH WITH SMALL V
U+0757   # Arabic         ݗ         ARABIC LETTER HAH WITH TWO DOTS ABOVE
U+0758   # Arabic         ݘ         ARABIC LETTER HAH WITH THREE DOTS POINTING UPWARDS BELOW
U+0759   # Arabic         ݙ         ARABIC LETTER DAL WITH TWO DOTS VERTICALLY BELOW AND SMALL TAH
U+075A   # Arabic         ݚ         ARABIC LETTER DAL WITH INVERTED SMALL V BELOW
U+075B   # Arabic         ݛ         ARABIC LETTER REH WITH STROKE
U+075C   # Arabic         ݜ         ARABIC LETTER SEEN WITH FOUR DOTS ABOVE
U+075D   # Arabic         ݝ         ARABIC LETTER AIN WITH TWO DOTS ABOVE
U+075E   # Arabic         ݞ         ARABIC LETTER AIN WITH THREE DOTS POINTING DOWNWARDS ABOVE
U+075F   # Arabic         ݟ         ARABIC LETTER AIN WITH TWO DOTS VERTICALLY ABOVE
U+0760   # Arabic         ݠ         ARABIC LETTER FEH WITH TWO DOTS BELOW
U+0761   # Arabic         ݡ         ARABIC LETTER FEH WITH THREE DOTS POINTING UPWARDS BELOW
U+0762   # Arabic         ݢ         ARABIC LETTER KEHEH WITH DOT ABOVE
U+0763   # Arabic         ݣ         ARABIC LETTER KEHEH WITH THREE DOTS ABOVE
U+0764   # Arabic         ݤ         ARABIC LETTER KEHEH WITH THREE DOTS POINTING UPWARDS BELOW
U+0765   # Arabic         ݥ         ARABIC LETTER MEEM WITH DOT ABOVE
U+0766   # Arabic         ݦ         ARABIC LETTER MEEM WITH DOT BELOW
U+0767   # Arabic         ݧ         ARABIC LETTER NOON WITH TWO DOTS BELOW
U+0768   # Arabic         ݨ         ARABIC LETTER NOON WITH SMALL TAH
U+0769   # Arabic         ݩ         ARABIC LETTER NOON WITH SMALL V
U+076A   # Arabic         ݪ         ARABIC LETTER LAM WITH BAR
U+076B   # Arabic         ݫ         ARABIC LETTER REH WITH TWO DOTS VERTICALLY ABOVE
U+076C   # Arabic         ݬ         ARABIC LETTER REH WITH HAMZA ABOVE
U+076D   # Arabic         ݭ         ARABIC LETTER SEEN WITH TWO DOTS VERTICALLY ABOVE
U+076E   # Arabic         ݮ         ARABIC LETTER HAH WITH SMALL ARABIC LETTER TAH BELOW
